Comment,Author,Date
kkkkk Mano eu quase chorei tbm bixo,Astral Cricket,2018-08-09T17:39:59Z
eu to chorando e nao e pouco,Guilherme Linhares,2018-08-09T17:04:20Z
Eu tô chorando de emossão,Bad sᴘᴀʀᴋʟᴇ,2018-08-09T03:57:13Z
"Emocionante, merece 10 likes!!!",Victor Henrique,2018-08-09T00:36:24Z
E eu digo tem milhares de pessoas em milhares de lugares que a gente poderia conhecer mas não conheci esse é o triste eu queria conhecer varias pessoas mas nunca o conhecerei,Luanne Lua,2018-08-08T19:27:39Z
Malditos ninjas cortadores de cebola que aparecem nos seus vídeos... 😭😭😭,Tainara rodrigues,2018-08-08T03:38:50Z
Emocionante ❤❤😗😍😘💥💕,Cecilia Castro,2018-08-08T01:07:34Z
manoo chorei mtt que lindo❤️❤️,maria.,2018-08-08T00:34:56Z
Que lindo você reencontrando seus amigos♥,CHICKEN NOODLE SOUP WITH GUARANA JESUS ON THE SIDE,2018-08-07T23:48:54Z
"Chorei !! KKKKK<br>Nunca fiz intercâmbio , mais é o meu sonho ! ♡",Yara,2018-08-07T19:58:47Z
"Nossa que legal, deve ter sido incrível reencontrar todo mundo. Juro que chorei junto com você na parte do reencontro e na parte do colar. É realmente incrível como depois de tudo que aconteceu com você com a primeira família você ter encontrado uma outra família tão maravilhosa.",De Lírio,2018-08-07T17:45:48Z
Que lindos emocionante esse video chorei,Mari Magalhães,2018-08-07T17:38:54Z
"O Seth é o mais velho, ne? Se sim ele é mo lindo 🙃",Somebody in the world,2018-08-07T17:07:23Z
Chorei aqui vendo esse reencontro,Aline Novaes,2018-08-07T06:08:53Z
"Como é o nome da musica do COMEÇO DO VIDEO, que toca no primeiro MINUTO? ps: Não é &quot;cups&quot; (when i&#39;m gone)",Victor Gib,2018-08-07T04:43:05Z
"<a href=""https://www.youtube.com/watch?v=dPEXVZDBhdQ&amp;t=1m04s"">1:04</a> o aeroporto de Atlanta é o maior dos USA",apenas um canal,2018-08-07T01:29:28Z
CHOREI JUNTOOO,izabel,2018-08-06T23:01:45Z
&quot;what happened to you during all these years?&quot;<br>&quot;I don&#39;t know. But I still love you&quot;<br><br>Manooo que gracinha,Sophie Cordeiro,2018-08-06T22:11:42Z
Eu chorei esse vídeo inteiro,Maria,2018-08-06T19:46:38Z
"Eu tô aqui chorando por um reencontro de famílias que eu não conheço, pouco emotiva mesmo",Maria,2018-08-06T19:39:35Z
"nuss Camila, só pode voltar e ser bem recebida assim quem deixou algo de bom... tô fazendo maratona de vídeos seus e já te amo, imagino a host family... ameii saber que vc eh de Caçapava, eu moro em Taubaté, fazem 12 anos... já me inscrevi pq vc eh pikah!!! me fez rir e chorar, sacanagem ♥",Rita Patrocinio,2018-08-06T05:47:25Z
"Eu chorei a hora que vc entrou na casa que liiinda a reação da família, Feliz por te ver!!!",Maycon Portilla,2018-08-06T01:05:57Z
Nossa que emoção,Raiza nascimento de souza santos,2018-08-05T16:47:10Z
Aaai chorei! Coisa mais linda!,Poliana Rockenbach,2018-08-05T14:22:48Z
é normal eu ter chorado muito??,lala ★,2018-08-05T13:15:39Z
Q maneiro. Chorei confesso !,Daniela Mazeron,2018-08-05T08:40:25Z
"Sei que to atrasada, mas curiosa:  o que aconteceu com as gêmeas ;-;",river,2018-08-05T05:38:16Z
nunca chorei tanto em toda minha vida,Maria Eduarda de Almeida,2018-08-04T11:48:49Z
"Aí, eu chorei! Que reencontro lindo. Muito amor 💕💕",Ana Paula Cristina de Lima,2018-08-04T10:09:47Z
chorei,Priscila Ferreira,2018-08-03T19:12:39Z
Se eu chorei!? Imagina 😭😭😭<br>Que lindo foi esse reencontro ❤❤,Gabriel Benicio,2018-08-03T17:24:58Z
E tão bom rever as pessoas que gostamos.,Roni Freire Viegas,2018-08-03T04:53:16Z
Velho... fiquei muito feliz com esse video! Assisti o video que vc fala da host family do demônio... vlh... que ótimo que vc pode ter uma experiência melhor do que a primeira! Sério mesmo... to muito feliz por isso :3,Jacques Douglas,2018-08-03T02:52:40Z
A massa caraaaa kskskskksks slk Adrenalina Loka agr,SWTsDOVAKIN,2018-08-03T02:28:35Z
"Amando os seus vídeos, conheci hoje e já vi vários. Meu sonho é fazer intercâmbio mas eu não tenho condições de pagar.",Beatriz Silva,2018-08-03T02:10:17Z
"Aaah chorei vey moh legal, e a felicidade dela gente ❤❤",Josefa Anuciada,2018-08-03T01:49:11Z
Até chorei junto,Vitoria Camile,2018-08-03T00:12:03Z
"Ai, Camila! Que vídeo de tirar o fôlego, hein! Menina, eu quero muito fazer intercâmbio na Georgia também. Que linda sua história!!! Fiquei emocionada com os reencontros! Felicidades para vc!!! Bjkas!",Marcella,2018-08-02T23:04:57Z
"Mano, eu n sei pq, mas eu chorei muito! Achei muito fofooo! AAAAA melhores histórias!",Maria Regina,2018-08-02T22:24:47Z
Que lindooooooooo!!!! ❤️❤️❤️❤️,Liana Poggian,2018-08-02T21:07:43Z
Quando vi o titulo achei que tinha voltado na casa da psicopata,Victor Hugo do Nascimento de Lima,2018-08-02T19:43:19Z
AAAAAAA QUE FOFINHO!!!!111!1!1!11 ❤❤❤❤❤❤,Pamela Dias,2018-08-02T14:32:51Z
"A reação da sua família me fez chorar tanto, que emoção 😍",Tays Cristina,2018-08-02T00:41:31Z
Mais um dia chorando com seus vídeos! Hahaha linda,Giulia Serain Alberto,2018-08-01T17:13:18Z
Que maravilhoso,Gabrielly Barros,2018-08-01T05:52:03Z
Cute,Vick Silveira,2018-08-01T04:44:21Z
Eu assisti todos os vídeos de intercâmbio ameiiii,Theus e Clara,2018-08-01T03:02:59Z
ai gente que amor &lt;3,Eloisa Marcanssoni,2018-08-01T02:55:37Z
"que incrível, todas as mães gritam muuito cara ! kkkkk",Lorrainy,2018-08-01T01:06:01Z
"Camila sua família americana já esteve no Brasil, para conhecer a sua família ?",Canal 24,2018-07-31T20:54:42Z
ai gente to chorando,Thaise Ribeiro,2018-07-31T17:15:58Z
Me emocionei com esse video,Dudinha Santos,2018-07-31T16:14:29Z
Como alguém pode dá deslike??!!!,Daniela Nogueira,2018-07-31T14:04:49Z
Aiiii que legal <br>Voce viveu um filme <br>Muittooo legalllll,Emillin Lima,2018-07-31T09:40:53Z
"caralho q foda na hora q tu parou o carro mal desceu e a mae no fundo grita quem é, e foi uma mae adotiva da adotiva ne, vou pro canada no proximo ano com minha namorada, num to me aguentando de esperar, ja to ficando meio maluco de ansioso pq era p ter ido ano passado e deixei pra ir com minha namorada pq estavamos juntos já ha 5 anos",Pedro,2018-07-31T07:34:20Z
Eu passei o vídeo inteiro chorando aí,Rafaella Rodrigues Gomes,2018-07-31T05:37:55Z
Com qual agência vc tinha feito teu intercâmbio,Kaah Gonçalo,2018-07-31T02:53:23Z
"Muitas pessoas aqui no Brasil falam mal de americanos. Mas no meu intercambio em 2006, eu conheci gente humilde maravilhosa em Lebanon/PA. O mundo é baum, sebastiaum kkkk",Ranieri Campos,2018-07-31T01:09:40Z
Que história linda! E vc ainda parece uma menininha!,Livia Magalhaes,2018-07-30T20:24:40Z
"Camila eu quero fazer intercâmbio porém não sei nem por onde começar , tem alguma dica ?",Danielle G Spinelli,2018-07-30T19:19:35Z
queria que vc reencontrasse as gemes,maria dos santos santana,2018-07-30T19:16:08Z
"Quando chegou na parte do reencontro eu me emocionei tanto que parecia que era eu no seu lugar, depois desse momento eu chorei assistindo o resto do vídeo...",Marielly Moreira,2018-07-30T07:35:22Z
Já deixo me apresentar o seth kkkk brincadeira (mas se quiser não reclamo),Noora amalie sætre,2018-07-30T06:09:02Z
"26 anos? 😱😱😱😱 não parece, juro! Daria, sla, 19 por aí kkkkkk",larissa mariel,2018-07-30T03:34:47Z
"cara eu to tremendo, daqui 5 meses vou pra europa fazer um intercambio e também vou ficar em host family, eu espero que seja assim também !",Victor Verdi,2018-07-29T23:49:44Z
"Mds q emocionante, chorey",Milla Ramona,2018-07-29T22:40:56Z
"Maaano!! Não sei porque, mas na hr que vc chegou na primeira casa, eu chorei junto com sua Host Mom. Lindo video, um dos melhores que já vi sobre intercâmbio. Parabéns pela experiência  e sucesso na sua vida!!",Joas teodora,2018-07-29T19:27:43Z
"Lindo ver que eles te tratam como filha e vc como seus pais, impossível não se envolver e um laço da família que vc cria que show cara.",Cristiane Naveca,2018-07-29T16:18:49Z
"Não sei se é pq tô de tpm, mas eu chorei quando vi o reencontro sksks",Emily Costa,2018-07-29T15:52:06Z
Chorei aqui...mano que sentimento bom,Liliane Cardoso,2018-07-29T14:48:16Z
Essa é a família loka?,Vinicius Andrade,2018-07-29T04:47:58Z
Blackbird  no final???????? Eu tenho escrito Blackbird no meu antebraço. Me emocionei,Marcos Paulo,2018-07-29T02:13:23Z
Nunca fiz intercâmbio mas chorei vendo o vídeo. Que lindooo!,Taisi,2018-07-28T17:20:58Z
Com quantos anos pode fazer intercâmbio?,vitória ferreira,2018-07-28T16:45:01Z
Why i&#39;m crying ? I never cry with things like this,Isabela Cristina,2018-07-28T14:58:04Z
Chorei com esse vídeo,Luckzinho,2018-07-28T05:12:07Z
"Me emocionei contigo e tua host family, real!",Virginnia Buzaglo,2018-07-28T02:36:42Z
"&quot;Quando fazemos o bem, onde deixamos amor, sempre seremos bem-vindos&quot; ❤❤❤",Lua,2018-07-28T02:01:14Z
Só eu que chorei ? Kkkkkk,Pry Santos,2018-07-27T21:13:33Z
Essa é a família Boa ???,Vitória Azeredo,2018-07-27T20:12:07Z
Minina eu chorei kkk que lindo vei💕,Lety R.C.A,2018-07-27T17:50:26Z
"Mano que foi isso? Eu chorei, pareceu q fosse eu...❤",missing treasure 12,2018-07-27T15:30:53Z
"Depois de ver tantos vídeos de relatos de au pair que não tiveram sorte, eu encontro esse, emocionante. Fiquei muito feliz com a felicidade vivida e gravada! Beijos de Pernambuco. 💚",Maria Edlani,2018-07-27T14:02:47Z
"Gente ela não parece ter 26 anos nunca , no máximo 20",Luiza Rocha,2018-07-27T07:30:41Z
só eu que chorei,julya honorio,2018-07-27T02:00:47Z
"Cara eu chorei sksksksk, amei seus vídeos, faz mais vídeos assim por favor 😍",Ray Gomes,2018-07-26T22:02:31Z
é muito caro esses intercambios?,tubegameslw,2018-07-26T21:12:58Z
Meu sonho de princesa é fazer intercâmbio,Allan Viana,2018-07-26T18:09:16Z
TO CHORANDOOOOOO,Maria Eduarda,2018-07-26T14:26:45Z
chorei MANO❤️,roh Malokeira,2018-07-26T14:03:11Z
"Mano volta na casa dessas famílias mano chorei melhor vídeo,sonho em fazer igual a vc e nunca vou desistir",Giovana Martins,2018-07-26T04:25:21Z
"Já vi esse vídeo umas 10 vezes, fofo demais!!!",dudaduds,2018-07-26T02:25:33Z
"Meu Deus!!!! Tô chorando!!!! Que lindooooo!!! Tô viciada nos videos, parabéns!!",Leticia Faria,2018-07-26T02:19:43Z
Você reencontrou as gemeas ou a sua primeira familia,Henrique Duarte,2018-07-26T01:45:11Z
Lindona. Felicidades!!!!,Caroline F,2018-07-26T01:17:19Z
Kkkk amei,Lia Negreiros,2018-07-26T00:43:37Z
Que familia gente boa.  Vc teve sorte.  Que lindo.,Vamo arriba!,2018-07-25T23:28:59Z
"Cara gosto muito dos teus vídeos, te acho muito ariana kkk me identifico.",Priscila Sarges,2018-07-25T23:14:19Z
"Jesusssss, chorei horrores! ❤️❤️",Natália Soares,2018-07-25T03:41:31Z
Você não visitou as gêmeas?,Juliana Consulo,2018-07-25T03:36:15Z
"Camila, tô viciada nos seus vídeos! Vc é muito engraçada e fofa e parece a Lauren do 5H 😍❤️ +1 fã",Lis Argollo,2018-07-25T03:31:59Z
"Manooo, depois eles perguntam pra gente se vemos macacos, onças e etc... com essas trilhas ai do vídeo eu achei que fosse ver leões, e girafas a qualquer momento 😂 cê doido!",Julia,2018-07-25T02:08:27Z
"cara, tu começa a chorar e choro também !! H E L P",Thais Torres,2018-07-25T01:57:49Z
Vamos casar Camila ? Sou de floripa. rsrsrsrsrsrs,digovr,2018-07-24T20:15:43Z
vim nos comentários para ver se só eu chorei igual uma idiota assistindo HAHAHAHAHAH,Isadora Liège,2018-07-24T19:59:52Z
"Ahhh que vídeo lindo,chorei real ❤",Cássia Souza,2018-07-24T19:03:26Z
"Meu Deus. Eu não sei se é a tpm, mas eu chorei muito com este reencontro. Entrei por acaso no seu canal e já virei fã💗💛❤",Isabellye Rocha,2018-07-24T18:29:15Z
"Morri de amores por esse vídeos, muito fofo❤❤",Rayanne Alcântara,2018-07-24T18:24:17Z
Nossa lá eles são super desanimados KKK mas são legais Estados Unidos expectativa e Brasil é Realidade,Ana Clara Carvalho,2018-07-24T18:08:25Z
Eu chorei muito,ketlyn silva,2018-07-24T07:43:43Z
"Faz vídeo novo, amei 💖💖💖💖",Antônia Machado,2018-07-24T03:47:37Z
Ahhhhh chorei! 😭❤️,Victoria Braga,2018-07-24T03:30:46Z
"Eu vi seus vídeos falando sobre a primeira família e esse, me senti como se tivesse feito parte de tudo, nossa imagino o quão bom foi esse reencontro pra você. E no reencontro a família e essa senhora super carinhosos foi muito gostoso de assistir, eu realmente me senti parte dali hahah",Amanda,2018-07-24T03:01:13Z
E a gêmeas da mulher do cemitério !!!,Iris Alves,2018-07-24T02:32:10Z
"esse video só brotou nos meus recomendados e eu to :,)",Anzy,2018-07-23T15:21:43Z
gENTE PORQUE EU TO CHORANDO,Chanel Pires,2018-07-23T07:31:08Z
Chorei pra caramba vendo esse vídeo AF kk,Geovanna Ferreira,2018-07-23T07:16:52Z
Chorei com o teu vídeo! Que lindo!!,Ana katz,2018-07-23T04:55:30Z
Que lindo ❤️❤️❤️,Bruna -,2018-07-23T03:56:18Z
&quot;I don&#39;t know but I still love you&quot; MANO QUE MENINO MAIS FOFO EU VOU MORRER DE AMOR,Priscila Guerrero,2018-07-23T00:18:57Z
"Eu tava quase chorando mas quando ela entrou e abraçou o pai e disse &quot;Hi dad&quot; mano meu coração eu comecei a chorar igual uma condenada pq tu vê a ligação q eles têm, como se eles fossem uma família mesmo",Priscila Guerrero,2018-07-23T00:17:03Z
Ameeeeeeei ❤️❤️❤️❤️❤️❤️❤️,"Sítio Caminho das Águas -Tribuna, Ipatinga/MG",2018-07-22T23:08:14Z
Eu nao  tinha visto  as datas dos vídeo aí eu pensei aí meu deus ela foi ver aquela família louca May good pronto mataram a mulher kkkklk,amanda Silva,2018-07-22T21:33:25Z
Man vc 26 anos parece que vc é mais nova 😯 fiquei emocionada,Filha De Taekook,2018-07-22T21:08:32Z
Cheguei agora tô amando o canal e toda sua experiência sou Loka pra morar fora do país nem que fosse 3 meses mais minha realidade é outra muito distante disso adorei o canal por vc compartilhar um pouco de como é  fora do nosso país,Receitas dona formiga,2018-07-22T20:13:41Z
Meu sonho isso,Rafa Flores,2018-07-22T19:13:34Z
Ainda não acredito que vc já tá na casa dos 30 anos ;-; com a touca parece ter bem menos,isabelly,2018-07-22T17:37:09Z
Eu amo suas histórias ♡♡♡♡♡♡♡♡♡,Nathálya D.sousa,2018-07-22T14:59:42Z
Que lindo,Ariane Pontes,2018-07-22T12:55:36Z
"E eu só reparando no seu &quot;irmão&quot; com a blusa do Falcons, a tiazinha no sofá com a do Green Bay e nenhum com do Patriots KKKKKK ai ai.<br>Deve ter sido super emocionante você ter voltado lá, eu iria chorar horrores",Érica Natália,2018-07-22T11:34:53Z
camilaaaaa pelo amoor de deus chorei horrores kkkkkk seus vídeos são ótimossss,Mariana Godoy,2018-07-22T06:31:07Z
Até eu me emocionei vei :&#39;),lau,2018-07-22T00:35:11Z
Conheci seu canal através dos vídeos do seu intercâmbio hj e meninaa chorei nos 3 vídeos já me inscrevi aqui.. Sempre foi um sonho fazer intercâmbio mas infelizmente nc pude realizar esse sonho..espero um dia poder pelo menos conhecer os EUA ^^,Anne Viana,2018-07-21T21:42:49Z
"Vc parece ter 17 anos, nossa ,chocado quando ela falou que tinha 26",André Benedet,2018-07-21T19:32:47Z
Chorei❤️,Marianny de Sousa Oliveira,2018-07-21T16:55:35Z
Só eu que estou quase chorando?,Ana apenas,2018-07-21T16:50:20Z
Eu to chorando,Ami Purple,2018-07-21T04:19:45Z
oq será que aconteceu com a mulher louca da primeira família,erika,2018-07-21T02:55:58Z
gnt chorei com esse vídeo tipo mt,Vitória,2018-07-21T02:43:58Z
Gente eu chorei vc ganhou mais uma escrita,Anna Carolina,2018-07-20T19:32:19Z
Meu Deus <br>Voc tem 26 anooos? Como assim? Parece que tem 15,Rafael Moreira,2018-07-20T07:48:24Z
Choreii,Amanda vidal,2018-07-19T17:51:39Z
Que linda a reação deles💜,Nathalia Santos,2018-07-19T16:13:48Z
E vc teve notícias das gêmeas?,Mariana Lauar,2018-07-19T15:24:37Z
Aiiiii q fofaaa,Ariely Eduarda,2018-07-19T15:09:59Z
Você devia ter dado uma volta pela casa da mulher louca kkkk,Tarcio Malcher,2018-07-19T07:23:48Z
Essa é a família louquinha?,xxpsi kim,2018-07-18T20:57:45Z
"Meu deus, nunca achei que eu fosse chorar com um video sobre intercambio! Que lindo!!",Rafa Lucci,2018-07-18T19:23:07Z
Nossa esse video foi de maiss ganhou uma escrita!!,papo reto,2018-07-18T16:46:30Z
Nossa pensei q vc tinha 16 ou 18,Manuela Santana,2018-07-18T15:48:35Z
Ai que lindo ❤️ choreiii,Stephen Norris,2018-07-17T22:45:24Z
Ai que lindo ❤️ choreiii,Stephen Norris,2018-07-17T22:45:24Z
Meu deus eu chorei 😍😍,Miguel Alves de Almeida Cardoso,2018-07-17T20:41:54Z
Quase chorei com esse reencontro,Maria Luiza,2018-07-17T15:24:01Z
Vc tem uma energia muito boa ❤,Vitor Lima,2018-07-17T00:36:09Z
"Que amor, você é tão especial. Mudou o meu humor assistindo esse vídeo até chorei ♥️ Voe merece o mundo!",Giovanna Ribeiro,2018-07-16T23:42:14Z
q video emocionante super fofooo aaa,be polato,2018-07-16T23:25:21Z
Melhor vídeo de todos 😍😍😍 sério chorei de felicidade imaginando oq vc sentiu,pronto cheguei,2018-07-15T13:05:41Z
Amoooo,Isabela Cardoso,2018-07-15T02:47:01Z
Perfeito! Chorei,Caos Amino,2018-07-14T17:50:54Z
chorei quando vocês se reencontraram❤️ que amor! fico muito feliz que depois da sua primeira host family você conseguiu uma família maravilhosa (acabei de ver os outros vídeos da sua primeira host family),Raquel Abreu,2018-07-13T22:28:56Z
Valeu Camila! Agora meus pais tão me achando mais loka do que já sou😭,lorena pellegrino,2018-07-11T23:03:20Z
Parece q vc ainda tem 17anos,Eloisa Gino,2018-07-11T13:19:38Z
Nossa chorei horrores...,Kau Giacobbo - KAUzando na rede,2018-07-11T02:57:57Z
"CARA, eu entrei no YouTube com um objetivo e já assisti 4 (ou mais)  vídeos seu, me inscrevi, ativei o sininho e já vou te seguir no insta (a loka) Adorei o jeito a vc conta suas histórias e como elas são surreais e divertidas! Mas eu queria muito saber como está suas irmãs da primeira casa de intercâmbio (sim, da mãe doida)",Leticia Alves,2018-07-11T00:27:24Z
Nossa genteeeee😭😭😭😭 muito muito muito emocionante❤️❤️❤️❤️❤️😭 não tem como segurar o choro ❤️,Keli Raiani Jacques de Souza,2018-07-10T12:59:36Z
Chorei kkkkk,Júlia Carvalho,2018-07-10T04:01:51Z
Cai de paraquedas nesse vídeo e simplesmente me emocionei. Já assisti dps desse dois outros que achei graça e adorei vc e sua irmã! Ganhou +1 inscrita 💙,Claudiana M.,2018-07-10T02:06:27Z
"Aaaaah, que lindo mano!!😍❤",Amanda S.R,2018-07-09T22:19:56Z
que lindo e emocionantee 😍😍,Aline Rodrigues,2018-07-09T20:34:17Z
Esses sao os frios e preconceituosos americanos que a midia prega. Hospitalidade do sul eh tudo de bom :),Paulo,2018-07-09T20:14:18Z
"Que história fofaaaaa! Ah, que sonho viver algo assim &lt;3",Sam Xavier,2018-07-09T11:19:04Z
Camila oque aconteceu com as gêmeas da outra host Family? Elas mudaram oque houve fiquei curiosa,ingrid lima,2018-07-09T03:46:57Z
❤️,Alan Jhones,2018-07-08T17:57:48Z
aff chorei kkkkkkk ameiiii ❤,Ingrid Oliveira,2018-07-08T17:23:50Z
"Nossa muito emocionante o seu vídeo (chorona, sim rsrs) mas vocês tem notícias das meninas da outra família? Sabe se realmente elas foram morar com o tal pai que tava até entao morto e depois resurgiu? E a &quot;mãe&quot; psicopata, foi pro hospício? Rsrsrs",Maria de Fátima Ferreira Ribeiro,2018-07-07T16:44:11Z
Que vídeo lindoo!!! Eu chorei ❤️❤️😂,isabelly Leal,2018-07-07T06:17:30Z
apenas chorei!,vanessa lima,2018-07-07T00:53:45Z
"Meu deus, chorei muito!! Que coisa fofa &lt;3 a emoção deles em te ver... nossa, você tem outra família mesmo. Que lindo!",Maria P,2018-07-06T13:08:36Z
Tipo eu achei super fofo 💕 eu chorei kkk 😢😭,Fernanda Victória,2018-07-06T02:59:53Z
Chorei com esse vídeo! Que incrível essa experiência ❤️,Clara Carvalho,2018-07-05T22:27:49Z
chorei,ema •,2018-07-05T17:05:34Z
"Gente chorei real, fui em intercambio em 2009 tambem, senti q foi comigo",Boimeirelles,2018-07-05T00:49:49Z
"Não sei como vim parar aqui, mas sei que to chorando",Maria Eduarda Nunes,2018-07-04T03:37:27Z
Já assisti esse vídeo 3 x e todas elas eu chorei kkkkk vc é muito canceriana assim como eu ❤,Maria Luiza Sassi,2018-07-04T00:36:02Z
Sei que esse vídeo já faz tampo mas foi o primeiro vídeo que eu assiste seu . E esse vídeo me emocionou chega chorei. Eu tbm quero fazer intercâmbio.❤😭,Bianca MA,2018-07-03T19:39:11Z
Gente Eu chorei,Garota Imperfeita,2018-07-03T02:01:20Z
Q tudooooooo❤,kpop on,2018-07-02T02:13:27Z
Eu amo esse vídeo já salvei ele duas vezes 😂❤️,Lara Wanessa de Sousa,2018-07-01T17:43:34Z
"Ai mds chorei de novo, que familia linda, parabéns!",Yasmin Oliveira Heinen,2018-07-01T02:48:52Z
Primeiro vídeo q vi seu e chorei e ja amei seu canal 😘,Lia,2018-06-30T22:04:05Z
Eu chorei...❤,Ritiinha Glória,2018-06-30T18:41:34Z
"Aaaaa, minha nossa, PRIMEIRO VÍDEO DESSE CANAL Q EU VEJO E JÁ TO CHORANDO",Bethania Schimidt,2018-06-30T16:47:42Z
Adoreiiiii ganhou uma seguidora,Daniely Cordoba,2018-06-28T22:45:50Z
"<a href=""https://www.youtube.com/watch?v=dPEXVZDBhdQ&amp;t=7m18s"">7:18</a> me emocionei",Leonardo,2018-06-26T19:53:59Z
"Cara, é sério...<br>Essas suas histórias acabam com a gente... Eu tô aqui morrendo de chorar!<br>Olha, que vídeo lindo!<br>eu tô amaaaaando todos os vídeos ♥",Raphaela François,2018-06-26T19:45:13Z
chorei,Ronaldo Perim,2018-06-26T02:20:25Z
Gnt... Chorei por vc assistindo isso,Clarararara,2018-06-25T21:53:33Z
tem um olho na minha lágrima,eduarda ferreira,2018-06-25T20:58:46Z
"Já vi esse vídeo várias vezes, amei seu canal !!!",Jennifer Laurindo,2018-06-25T12:59:21Z
Família maravilhosa... deu até vontade de morar com eles..,Juciele Conceição,2018-06-25T11:44:32Z
"Aí meu deus! Que história mais legal e emocionante! Confesso que até me emocionei e chorei quando você reencontrou sua família, que coisa mais linda!😍 Confesso que eu tenho muita vontade fazer intercâmbio mas também muito receio de ficar com uma família que não conheço por isso sempre pensei mais em hotéis apesar de acreditar ser algo mais caro. Mas enfim, amei amei amei e amei sua história!😍🤩❤️💕💗✨❤️❤️❤️",Jú Mariana,2018-06-25T00:20:52Z
Eu amo muito esse vídeo mds,clueless,2018-06-24T22:47:39Z
"Ai meu Deus, deve ser mt emocionante, eu chorei aq, imagina ela kk &lt;3",Xiu talita!,2018-06-22T23:00:22Z
Realmente seu amadurecimento é nítido! Adorei saber da sua história!,Sara Barros,2018-06-22T21:06:12Z
Cair de paraquedas aqui. É foi o melhor vídeo de intercâmbio que já vi. Super emocionante. 😍,Paty Reall,2018-06-21T01:15:24Z
Não sou intercambista... me mudei do Ceará pro Rio de janeiro quando eu tinha 12 anos... hoje eu tenho 16 desde então nunca voltei no Ceará ... eu tenho medo pq ta tudo diferente não tenho contato com meus amigos meio q tudo se acabou só meus avós e minha tia q moram la q sinto falta msm...,Luis Gusttavo,2018-06-21T00:22:29Z
"Eu Sonho em fazer intercâmbio, mas nao sei nem por onde começar kkkkkk💔💔 (caí de paraquedas aqui e já ganhou mais um inscrito ❤)",Eric semk,2018-06-20T02:41:01Z
Que lindooo,Letícia Izabella,2018-06-18T20:42:48Z
"Meu deeusss, que vídeo lindo! Eu chorei ahahaha",Ashley Hillary,2018-06-17T20:08:13Z
Que coisa linda que vc fez ☺ sério chorei tipo de emoção brotei aqui e + 1 inscritooooo ❤😃,Ani,2018-06-17T03:40:43Z
"Ótimos relatos. Estou em fase de seleção para ser male au pair. Estou muito ansioso. Já morei nos Estados Unidos e na Dinamarca. Agora voltarei para os Estados Unidos para a experiência como au pair. Estou na mesma agência que você fez. Espero ter experiências boas, como as suas, exceto a parte da família com o cemitério no quintal. Deus me dibre. Muito obrigado, de coração, por compartilhar ótimos conteúdos conosco! &lt;3",Guilherme Galdino,2018-06-16T04:54:17Z
Chorei muito assistindo,Iara costa moreira,2018-06-14T22:55:53Z
Chorei horrores agora,Agatha Lemos,2018-06-14T05:28:33Z
Tem alguns meses que voltei do intercâmbio e ver esse vídeo me fez chorar tanto de saudade💔💔💔,Naraiana Soares,2018-06-11T23:34:52Z
"Puts, muito emocionante 😢😢",Matheus,2018-06-11T04:06:42Z
Eu chorei assistindo KKKKKKKKKK.<br>Imagino sua emoção na hora... ❤,Willis S.,2018-06-10T23:39:30Z
"Ai, que vontade de viajar! <br>Um dia farei isso... 😍<br>Linda!",Vanessa Ribeiro,2018-06-10T15:45:09Z
"Puta experiência, show",rafael rodrigues,2018-06-09T21:47:35Z
"nossaaa, vc é maravilhosa ♥♥",Zaah Silva,2018-06-09T05:19:49Z
"Primeiro vídeo que eu assisti dela e eu chorei também, meu deus kkkkkk",Nicolly Oliveira,2018-06-08T23:05:36Z
Q fofooo ❤️💛💚💙💜😍,Leticia Panico,2018-06-08T18:41:35Z
Vc é maravilhosa,Karoline Aguiar,2018-06-08T03:30:14Z
Tô chorando,quem sou eu,2018-06-07T16:35:41Z
Eu chorei kkkkk,Clarissa Santos,2018-06-07T14:01:16Z
"Que vídeo mais lindooo! Nunca vi um vídeo dessa menina, não sei como caí aqui. E achei lindoo",Monique A. Silva,2018-06-06T19:34:36Z
Parabéns! Linda história! Você é guerreira!,Márcio lins,2018-06-05T04:51:51Z
"Eu não sei como vim parar aqui, mas chorei e já me inscrevi no canal! 😘",Raquel Lira,2018-06-05T00:42:24Z
Acho que caiu um cisco no meu olho.,Matheus Carvalho,2018-06-04T13:41:03Z
Poxa Camila! Adorei esse vídeo muito legal sua experiência!!!!!,Gleison Cavalcanti,2018-06-04T04:40:16Z
Chorei kkkk,Jéssica Ohana,2018-06-04T03:21:43Z
😢😢😢,Miryam Santana,2018-06-03T06:25:43Z
Mano... que relato irado. Emocionante. Parabéns!,Fernando Teixeira,2018-06-03T03:38:11Z
"Aí que tristeza meu deus, ver as crianças crescerem e depois ter que deixar elas aaaaah",o condado,2018-06-03T03:25:53Z
Mds é o primeiro vídeo que eu assisti dela e chorei muito kkkkkkkkkkkkk,Beatriz Ferreira,2018-06-02T23:23:05Z
Chorei horrores rsr,Amy Ketyle,2018-06-01T19:40:03Z
Só eu quê acho que ela parece com lauren jauregui??,Daniela Matos,2018-06-01T01:26:45Z
"Chorei? Chorei. Nossa senhora. Eu estou indo para meu intercambio com 26 anos ja, sair do Brasil pela 1 vez, morar fora de casa pela 1 vez... Espero ter experiencias incriveis e maravilhosas e seja oq deus quiser 🙌🙏",Mayara Saldanha,2018-05-31T15:30:01Z
